"","Sex","Race","Age","CRF","BMI","Risk","Range_upper","Range_lower"
"2762","Female","Asian",60,3,25,NA,0,0
"2763","Female","Asian",60,4,25,NA,0,0
"2764","Female","Asian",60,5,25,NA,0,0
"2765","Female","Asian",60,6,25,NA,0,0
"2766","Female","Asian",60,0,30,NA,0,0
"2767","Female","Asian",60,1,30,NA,0,0
"2768","Female","Asian",60,2,30,NA,0,0
"2769","Female","Asian",60,3,30,NA,0,0
"2770","Female","Asian",60,4,30,NA,0,0
"2771","Female","Asian",60,5,30,NA,0,0
"2772","Female","Asian",60,6,30,NA,0,0
"2773","Female","Asian",60,0,35,NA,0,0
"2774","Female","Asian",60,1,35,NA,0,0
"2775","Female","Asian",60,2,35,NA,0,0
"2776","Female","Asian",60,3,35,NA,0,0
"2777","Female","Asian",60,4,35,NA,0,0
"2778","Female","Asian",60,5,35,NA,0,0
"2779","Female","Asian",60,6,35,NA,0,0
"2780","Female","Asian",60,0,40,NA,0,0
"2781","Female","Asian",60,1,40,NA,0,0
"2782","Female","Asian",60,2,40,NA,0,0
"2783","Female","Asian",60,3,40,NA,0,0
"2784","Female","Asian",60,4,40,NA,0,0
"2785","Female","Asian",60,5,40,NA,0,0
"2786","Female","Asian",60,6,40,NA,0,0
"2787","Female","Asian",60,0,45,NA,0,0
"2788","Female","Asian",60,1,45,NA,0,0
"2789","Female","Asian",60,2,45,NA,0,0
"2790","Female","Asian",60,3,45,NA,0,0
"2791","Female","Asian",60,4,45,NA,0,0
"2792","Female","Asian",60,5,45,NA,0,0
"2793","Female","Asian",60,6,45,NA,0,0
"2794","Female","Asian",65,0,15,NA,0,0
"2795","Female","Asian",65,1,15,NA,0,0
"2796","Female","Asian",65,2,15,NA,0,0
"2797","Female","Asian",65,3,15,NA,0,0
"2798","Female","Asian",65,4,15,NA,0,0
"2799","Female","Asian",65,5,15,NA,0,0
"2800","Female","Asian",65,6,15,NA,0,0
"2801","Female","Asian",65,0,20,NA,0,0
"2802","Female","Asian",65,1,20,NA,0,0
"2803","Female","Asian",65,2,20,NA,0,0
"2804","Female","Asian",65,3,20,NA,0,0
"2805","Female","Asian",65,4,20,NA,0,0
"2806","Female","Asian",65,5,20,NA,0,0
"2807","Female","Asian",65,6,20,NA,0,0
"2808","Female","Asian",65,0,25,NA,0,0
"2809","Female","Asian",65,1,25,NA,0,0
"2810","Female","Asian",65,2,25,NA,0,0
"2811","Female","Asian",65,3,25,NA,0,0
"2812","Female","Asian",65,4,25,NA,0,0
"2813","Female","Asian",65,5,25,NA,0,0
"2814","Female","Asian",65,6,25,NA,0,0
"2815","Female","Asian",65,0,30,NA,0,0
"2816","Female","Asian",65,1,30,NA,0,0
"2817","Female","Asian",65,2,30,NA,0,0
"2818","Female","Asian",65,3,30,NA,0,0
"2819","Female","Asian",65,4,30,NA,0,0
"2820","Female","Asian",65,5,30,NA,0,0
"2821","Female","Asian",65,6,30,NA,0,0
"2822","Female","Asian",65,0,35,NA,0,0
"2823","Female","Asian",65,1,35,NA,0,0
"2824","Female","Asian",65,2,35,NA,0,0
"2825","Female","Asian",65,3,35,NA,0,0
"2826","Female","Asian",65,4,35,NA,0,0
"2827","Female","Asian",65,5,35,NA,0,0
"2828","Female","Asian",65,6,35,NA,0,0
"2829","Female","Asian",65,0,40,NA,0,0
"2830","Female","Asian",65,1,40,NA,0,0
"2831","Female","Asian",65,2,40,NA,0,0
"2832","Female","Asian",65,3,40,NA,0,0
"2833","Female","Asian",65,4,40,NA,0,0
"2834","Female","Asian",65,5,40,NA,0,0
"2835","Female","Asian",65,6,40,NA,0,0
"2836","Female","Asian",65,0,45,NA,0,0
"2837","Female","Asian",65,1,45,NA,0,0
"2838","Female","Asian",65,2,45,NA,0,0
"2839","Female","Asian",65,3,45,NA,0,0
"2840","Female","Asian",65,4,45,NA,0,0
"2841","Female","Asian",65,5,45,NA,0,0
"2842","Female","Asian",65,6,45,NA,0,0
"2843","Female","Asian",70,0,15,NA,0,0
"2844","Female","Asian",70,1,15,NA,0,0
"2845","Female","Asian",70,2,15,NA,0,0
"2846","Female","Asian",70,3,15,NA,0,0
"2847","Female","Asian",70,4,15,NA,0,0
"2848","Female","Asian",70,5,15,NA,0,0
"2849","Female","Asian",70,6,15,NA,0,0
"2850","Female","Asian",70,0,20,NA,0,0
"2851","Female","Asian",70,1,20,NA,0,0
"2852","Female","Asian",70,2,20,NA,0,0
"2853","Female","Asian",70,3,20,NA,0,0
"2854","Female","Asian",70,4,20,NA,0,0
"2855","Female","Asian",70,5,20,NA,0,0
"2856","Female","Asian",70,6,20,NA,0,0
"2857","Female","Asian",70,0,25,NA,0,0
"2858","Female","Asian",70,1,25,NA,0,0
"2859","Female","Asian",70,2,25,NA,0,0
"2860","Female","Asian",70,3,25,NA,0,0
"2861","Female","Asian",70,4,25,NA,0,0
"2862","Female","Asian",70,5,25,NA,0,0
"2863","Female","Asian",70,6,25,NA,0,0
"2864","Female","Asian",70,0,30,NA,0,0
"2865","Female","Asian",70,1,30,NA,0,0
"2866","Female","Asian",70,2,30,NA,0,0
"2867","Female","Asian",70,3,30,NA,0,0
"2868","Female","Asian",70,4,30,NA,0,0
"2869","Female","Asian",70,5,30,NA,0,0
"2870","Female","Asian",70,6,30,NA,0,0
"2871","Female","Asian",70,0,35,NA,0,0
"2872","Female","Asian",70,1,35,NA,0,0
"2873","Female","Asian",70,2,35,NA,0,0
"2874","Female","Asian",70,3,35,NA,0,0
"2875","Female","Asian",70,4,35,NA,0,0
"2876","Female","Asian",70,5,35,NA,0,0
"2877","Female","Asian",70,6,35,NA,0,0
"2878","Female","Asian",70,0,40,NA,0,0
"2879","Female","Asian",70,1,40,NA,0,0
"2880","Female","Asian",70,2,40,NA,0,0
"2881","Female","Asian",70,3,40,NA,0,0
"2882","Female","Asian",70,4,40,NA,0,0
"2883","Female","Asian",70,5,40,NA,0,0
"2884","Female","Asian",70,6,40,NA,0,0
"2885","Female","Asian",70,0,45,NA,0,0
"2886","Female","Asian",70,1,45,NA,0,0
"2887","Female","Asian",70,2,45,NA,0,0
"2888","Female","Asian",70,3,45,NA,0,0
"2889","Female","Asian",70,4,45,NA,0,0
"2890","Female","Asian",70,5,45,NA,0,0
"2891","Female","Asian",70,6,45,NA,0,0
"2892","Female","Asian",75,0,15,NA,0,0
"2893","Female","Asian",75,1,15,NA,0,0
"2894","Female","Asian",75,2,15,NA,0,0
"2895","Female","Asian",75,3,15,NA,0,0
"2896","Female","Asian",75,4,15,NA,0,0
"2897","Female","Asian",75,5,15,NA,0,0
"2898","Female","Asian",75,6,15,NA,0,0
"2899","Female","Asian",75,0,20,NA,0,0
"2900","Female","Asian",75,1,20,NA,0,0
"2901","Female","Asian",75,2,20,NA,0,0
"2902","Female","Asian",75,3,20,NA,0,0
"2903","Female","Asian",75,4,20,NA,0,0
"2904","Female","Asian",75,5,20,NA,0,0
"2905","Female","Asian",75,6,20,NA,0,0
"2906","Female","Asian",75,0,25,NA,0,0
"2907","Female","Asian",75,1,25,NA,0,0
"2908","Female","Asian",75,2,25,NA,0,0
"2909","Female","Asian",75,3,25,NA,0,0
"2910","Female","Asian",75,4,25,NA,0,0
"2911","Female","Asian",75,5,25,NA,0,0
"2912","Female","Asian",75,6,25,NA,0,0
"2913","Female","Asian",75,0,30,NA,0,0
"2914","Female","Asian",75,1,30,NA,0,0
"2915","Female","Asian",75,2,30,NA,0,0
"2916","Female","Asian",75,3,30,NA,0,0
"2917","Female","Asian",75,4,30,NA,0,0
"2918","Female","Asian",75,5,30,NA,0,0
"2919","Female","Asian",75,6,30,NA,0,0
"2920","Female","Asian",75,0,35,NA,0,0
"2921","Female","Asian",75,1,35,NA,0,0
"2922","Female","Asian",75,2,35,NA,0,0
"2923","Female","Asian",75,3,35,NA,0,0
"2924","Female","Asian",75,4,35,NA,0,0
"2925","Female","Asian",75,5,35,NA,0,0
"2926","Female","Asian",75,6,35,NA,0,0
"2927","Female","Asian",75,0,40,NA,0,0
"2928","Female","Asian",75,1,40,NA,0,0
"2929","Female","Asian",75,2,40,NA,0,0
"2930","Female","Asian",75,3,40,NA,0,0
"2931","Female","Asian",75,4,40,NA,0,0
"2932","Female","Asian",75,5,40,NA,0,0
"2933","Female","Asian",75,6,40,NA,0,0
"2934","Female","Asian",75,0,45,NA,0,0
"2935","Female","Asian",75,1,45,NA,0,0
"2936","Female","Asian",75,2,45,NA,0,0
"2937","Female","Asian",75,3,45,NA,0,0
"2938","Female","Asian",75,4,45,NA,0,0
"2939","Female","Asian",75,5,45,NA,0,0
"2940","Female","Asian",75,6,45,NA,0,0
"2941","Female","Asian",80,0,15,NA,0,0
"2942","Female","Asian",80,1,15,NA,0,0
"2943","Female","Asian",80,2,15,NA,0,0
"2944","Female","Asian",80,3,15,NA,0,0
"2945","Female","Asian",80,4,15,NA,0,0
"2946","Female","Asian",80,5,15,NA,0,0
"2947","Female","Asian",80,6,15,NA,0,0
"2948","Female","Asian",80,0,20,NA,0,0
"2949","Female","Asian",80,1,20,NA,0,0
"2950","Female","Asian",80,2,20,NA,0,0
"2951","Female","Asian",80,3,20,NA,0,0
"2952","Female","Asian",80,4,20,NA,0,0
"2953","Female","Asian",80,5,20,NA,0,0
"2954","Female","Asian",80,6,20,NA,0,0
"2955","Female","Asian",80,0,25,NA,0,0
"2956","Female","Asian",80,1,25,NA,0,0
"2957","Female","Asian",80,2,25,NA,0,0
"2958","Female","Asian",80,3,25,NA,0,0
"2959","Female","Asian",80,4,25,NA,0,0
"2960","Female","Asian",80,5,25,NA,0,0
"2961","Female","Asian",80,6,25,NA,0,0
"2962","Female","Asian",80,0,30,NA,0,0
"2963","Female","Asian",80,1,30,NA,0,0
"2964","Female","Asian",80,2,30,NA,0,0
"2965","Female","Asian",80,3,30,NA,0,0
"2966","Female","Asian",80,4,30,NA,0,0
"2967","Female","Asian",80,5,30,NA,0,0
"2968","Female","Asian",80,6,30,NA,0,0
"2969","Female","Asian",80,0,35,NA,0,0
"2970","Female","Asian",80,1,35,NA,0,0
"2971","Female","Asian",80,2,35,NA,0,0
"2972","Female","Asian",80,3,35,NA,0,0
"2973","Female","Asian",80,4,35,NA,0,0
"2974","Female","Asian",80,5,35,NA,0,0
"2975","Female","Asian",80,6,35,NA,0,0
"2976","Female","Asian",80,0,40,NA,0,0
"2977","Female","Asian",80,1,40,NA,0,0
"2978","Female","Asian",80,2,40,NA,0,0
"2979","Female","Asian",80,3,40,NA,0,0
"2980","Female","Asian",80,4,40,NA,0,0
"2981","Female","Asian",80,5,40,NA,0,0
"2982","Female","Asian",80,6,40,NA,0,0
"2983","Female","Asian",80,0,45,NA,0,0
"2984","Female","Asian",80,1,45,NA,0,0
"2985","Female","Asian",80,2,45,NA,0,0
"2986","Female","Asian",80,3,45,NA,0,0
"2987","Female","Asian",80,4,45,NA,0,0
"2988","Female","Asian",80,5,45,NA,0,0
"2989","Female","Asian",80,6,45,NA,0,0
"2990","Female","Asian",85,0,15,NA,0,0
"2991","Female","Asian",85,1,15,NA,0,0
"2992","Female","Asian",85,2,15,NA,0,0
"2993","Female","Asian",85,3,15,NA,0,0
"2994","Female","Asian",85,4,15,NA,0,0
"2995","Female","Asian",85,5,15,NA,0,0
"2996","Female","Asian",85,6,15,NA,0,0
"2997","Female","Asian",85,0,20,NA,0,0
"2998","Female","Asian",85,1,20,NA,0,0
"2999","Female","Asian",85,2,20,NA,0,0
"3000","Female","Asian",85,3,20,NA,0,0
"3001","Female","Asian",85,4,20,NA,0,0
"3002","Female","Asian",85,5,20,NA,0,0
"3003","Female","Asian",85,6,20,NA,0,0
"3004","Female","Asian",85,0,25,NA,0,0
"3005","Female","Asian",85,1,25,NA,0,0
"3006","Female","Asian",85,2,25,NA,0,0
"3007","Female","Asian",85,3,25,NA,0,0
"3008","Female","Asian",85,4,25,NA,0,0
"3009","Female","Asian",85,5,25,NA,0,0
"3010","Female","Asian",85,6,25,NA,0,0
"3011","Female","Asian",85,0,30,NA,0,0
"3012","Female","Asian",85,1,30,NA,0,0
"3013","Female","Asian",85,2,30,NA,0,0
"3014","Female","Asian",85,3,30,NA,0,0
"3015","Female","Asian",85,4,30,NA,0,0
"3016","Female","Asian",85,5,30,NA,0,0
"3017","Female","Asian",85,6,30,NA,0,0
"3018","Female","Asian",85,0,35,NA,0,0
"3019","Female","Asian",85,1,35,NA,0,0
"3020","Female","Asian",85,2,35,NA,0,0
"3021","Female","Asian",85,3,35,NA,0,0
"3022","Female","Asian",85,4,35,NA,0,0
"3023","Female","Asian",85,5,35,NA,0,0
"3024","Female","Asian",85,6,35,NA,0,0
"3025","Female","Asian",85,0,40,NA,0,0
"3026","Female","Asian",85,1,40,NA,0,0
"3027","Female","Asian",85,2,40,NA,0,0
"3028","Female","Asian",85,3,40,NA,0,0
"3029","Female","Asian",85,4,40,NA,0,0
"3030","Female","Asian",85,5,40,NA,0,0
"3031","Female","Asian",85,6,40,NA,0,0
"3032","Female","Asian",85,0,45,NA,0,0
"3033","Female","Asian",85,1,45,NA,0,0
"3034","Female","Asian",85,2,45,NA,0,0
"3035","Female","Asian",85,3,45,NA,0,0
"3036","Female","Asian",85,4,45,NA,0,0
"3037","Female","Asian",85,5,45,NA,0,0
"3038","Female","Asian",85,6,45,NA,0,0
"3039","Female","Asian",90,0,15,NA,0,0
"3040","Female","Asian",90,1,15,NA,0,0
"3041","Female","Asian",90,2,15,NA,0,0
"3042","Female","Asian",90,3,15,NA,0,0
"3043","Female","Asian",90,4,15,NA,0,0
"3044","Female","Asian",90,5,15,NA,0,0
"3045","Female","Asian",90,6,15,NA,0,0
"3046","Female","Asian",90,0,20,NA,0,0
"3047","Female","Asian",90,1,20,NA,0,0
"3048","Female","Asian",90,2,20,NA,0,0
"3049","Female","Asian",90,3,20,NA,0,0
"3050","Female","Asian",90,4,20,NA,0,0
"3051","Female","Asian",90,5,20,NA,0,0
"3052","Female","Asian",90,6,20,NA,0,0
"3053","Female","Asian",90,0,25,NA,0,0
"3054","Female","Asian",90,1,25,NA,0,0
"3055","Female","Asian",90,2,25,NA,0,0
"3056","Female","Asian",90,3,25,NA,0,0
"3057","Female","Asian",90,4,25,NA,0,0
"3058","Female","Asian",90,5,25,NA,0,0
"3059","Female","Asian",90,6,25,NA,0,0
"3060","Female","Asian",90,0,30,NA,0,0
"3061","Female","Asian",90,1,30,NA,0,0
"3062","Female","Asian",90,2,30,NA,0,0
"3063","Female","Asian",90,3,30,NA,0,0
"3064","Female","Asian",90,4,30,NA,0,0
"3065","Female","Asian",90,5,30,NA,0,0
"3066","Female","Asian",90,6,30,NA,0,0
"3067","Female","Asian",90,0,35,NA,0,0
"3068","Female","Asian",90,1,35,NA,0,0
"3069","Female","Asian",90,2,35,NA,0,0
"3070","Female","Asian",90,3,35,NA,0,0
"3071","Female","Asian",90,4,35,NA,0,0
"3072","Female","Asian",90,5,35,NA,0,0
"3073","Female","Asian",90,6,35,NA,0,0
"3074","Female","Asian",90,0,40,NA,0,0
"3075","Female","Asian",90,1,40,NA,0,0
"3076","Female","Asian",90,2,40,NA,0,0
"3077","Female","Asian",90,3,40,NA,0,0
"3078","Female","Asian",90,4,40,NA,0,0
"3079","Female","Asian",90,5,40,NA,0,0
"3080","Female","Asian",90,6,40,NA,0,0
"3081","Female","Asian",90,0,45,NA,0,0
"3082","Female","Asian",90,1,45,NA,0,0
"3083","Female","Asian",90,2,45,NA,0,0
"3084","Female","Asian",90,3,45,NA,0,0
"3085","Female","Asian",90,4,45,NA,0,0
"3086","Female","Asian",90,5,45,NA,0,0
"3087","Female","Asian",90,6,45,NA,0,0
"3088","Male","Asian",50,0,15,NA,0,0
"3089","Male","Asian",50,1,15,NA,0,0
"3090","Male","Asian",50,2,15,NA,0,0
"3091","Male","Asian",50,3,15,NA,0,0
"3092","Male","Asian",50,4,15,NA,0,0
"3093","Male","Asian",50,5,15,NA,0,0
"3094","Male","Asian",50,6,15,NA,0,0
"3095","Male","Asian",50,0,20,NA,0,0
"3096","Male","Asian",50,1,20,NA,0,0
"3097","Male","Asian",50,2,20,NA,0,0
"3098","Male","Asian",50,3,20,NA,0,0
"3099","Male","Asian",50,4,20,NA,0,0
"3100","Male","Asian",50,5,20,NA,0,0
"3101","Male","Asian",50,6,20,NA,0,0
"3102","Male","Asian",50,0,25,NA,0,0
"3103","Male","Asian",50,1,25,NA,0,0
"3104","Male","Asian",50,2,25,NA,0,0
"3105","Male","Asian",50,3,25,NA,0,0
"3106","Male","Asian",50,4,25,NA,0,0
"3107","Male","Asian",50,5,25,NA,0,0
"3108","Male","Asian",50,6,25,NA,0,0
"3109","Male","Asian",50,0,30,NA,0,0
"3110","Male","Asian",50,1,30,NA,0,0
"3111","Male","Asian",50,2,30,NA,0,0
"3112","Male","Asian",50,3,30,NA,0,0
"3113","Male","Asian",50,4,30,NA,0,0
"3114","Male","Asian",50,5,30,NA,0,0
"3115","Male","Asian",50,6,30,NA,0,0
"3116","Male","Asian",50,0,35,NA,0,0
"3117","Male","Asian",50,1,35,NA,0,0
"3118","Male","Asian",50,2,35,NA,0,0
"3119","Male","Asian",50,3,35,NA,0,0
"3120","Male","Asian",50,4,35,NA,0,0
"3121","Male","Asian",50,5,35,NA,0,0
"3122","Male","Asian",50,6,35,NA,0,0
"3123","Male","Asian",50,0,40,NA,0,0
"3124","Male","Asian",50,1,40,NA,0,0
"3125","Male","Asian",50,2,40,NA,0,0
"3126","Male","Asian",50,3,40,NA,0,0
"3127","Male","Asian",50,4,40,NA,0,0
"3128","Male","Asian",50,5,40,NA,0,0
"3129","Male","Asian",50,6,40,NA,0,0
"3130","Male","Asian",50,0,45,NA,0,0
"3131","Male","Asian",50,1,45,NA,0,0
"3132","Male","Asian",50,2,45,NA,0,0
"3133","Male","Asian",50,3,45,NA,0,0
"3134","Male","Asian",50,4,45,NA,0,0
"3135","Male","Asian",50,5,45,NA,0,0
"3136","Male","Asian",50,6,45,NA,0,0
"3137","Male","Asian",55,0,15,NA,0,0
"3138","Male","Asian",55,1,15,NA,0,0
"3139","Male","Asian",55,2,15,NA,0,0
"3140","Male","Asian",55,3,15,NA,0,0
"3141","Male","Asian",55,4,15,NA,0,0
"3142","Male","Asian",55,5,15,NA,0,0
"3143","Male","Asian",55,6,15,NA,0,0
"3144","Male","Asian",55,0,20,NA,0,0
"3145","Male","Asian",55,1,20,NA,0,0
"3146","Male","Asian",55,2,20,NA,0,0
"3147","Male","Asian",55,3,20,NA,0,0
"3148","Male","Asian",55,4,20,NA,0,0
"3149","Male","Asian",55,5,20,NA,0,0
"3150","Male","Asian",55,6,20,NA,0,0
"3151","Male","Asian",55,0,25,NA,0,0
"3152","Male","Asian",55,1,25,NA,0,0
"3153","Male","Asian",55,2,25,NA,0,0
"3154","Male","Asian",55,3,25,NA,0,0
"3155","Male","Asian",55,4,25,NA,0,0
"3156","Male","Asian",55,5,25,NA,0,0
"3157","Male","Asian",55,6,25,NA,0,0
"3158","Male","Asian",55,0,30,NA,0,0
"3159","Male","Asian",55,1,30,NA,0,0
"3160","Male","Asian",55,2,30,NA,0,0
"3161","Male","Asian",55,3,30,NA,0,0
"3162","Male","Asian",55,4,30,NA,0,0
"3163","Male","Asian",55,5,30,NA,0,0
"3164","Male","Asian",55,6,30,NA,0,0
"3165","Male","Asian",55,0,35,NA,0,0
"3166","Male","Asian",55,1,35,NA,0,0
"3167","Male","Asian",55,2,35,NA,0,0
"3168","Male","Asian",55,3,35,NA,0,0
"3169","Male","Asian",55,4,35,NA,0,0
"3170","Male","Asian",55,5,35,NA,0,0
"3171","Male","Asian",55,6,35,NA,0,0
"3172","Male","Asian",55,0,40,NA,0,0
"3173","Male","Asian",55,1,40,NA,0,0
"3174","Male","Asian",55,2,40,NA,0,0
"3175","Male","Asian",55,3,40,NA,0,0
"3176","Male","Asian",55,4,40,NA,0,0
"3177","Male","Asian",55,5,40,NA,0,0
"3178","Male","Asian",55,6,40,NA,0,0
"3179","Male","Asian",55,0,45,NA,0,0
"3180","Male","Asian",55,1,45,NA,0,0
"3181","Male","Asian",55,2,45,NA,0,0
"3182","Male","Asian",55,3,45,NA,0,0
"3183","Male","Asian",55,4,45,NA,0,0
"3184","Male","Asian",55,5,45,NA,0,0
"3185","Male","Asian",55,6,45,NA,0,0
"3186","Male","Asian",60,0,15,NA,0,0
"3187","Male","Asian",60,1,15,NA,0,0
"3188","Male","Asian",60,2,15,NA,0,0
"3189","Male","Asian",60,3,15,NA,0,0
"3190","Male","Asian",60,4,15,NA,0,0
"3191","Male","Asian",60,5,15,NA,0,0
"3192","Male","Asian",60,6,15,NA,0,0
"3193","Male","Asian",60,0,20,NA,0,0
"3194","Male","Asian",60,1,20,NA,0,0
"3195","Male","Asian",60,2,20,NA,0,0
"3196","Male","Asian",60,3,20,NA,0,0
"3197","Male","Asian",60,4,20,NA,0,0
"3198","Male","Asian",60,5,20,NA,0,0
"3199","Male","Asian",60,6,20,NA,0,0
"3200","Male","Asian",60,0,25,NA,0,0
"3201","Male","Asian",60,1,25,NA,0,0
"3202","Male","Asian",60,2,25,NA,0,0
"3203","Male","Asian",60,3,25,NA,0,0
"3204","Male","Asian",60,4,25,NA,0,0
"3205","Male","Asian",60,5,25,NA,0,0
"3206","Male","Asian",60,6,25,NA,0,0
"3207","Male","Asian",60,0,30,NA,0,0
"3208","Male","Asian",60,1,30,NA,0,0
"3209","Male","Asian",60,2,30,NA,0,0
"3210","Male","Asian",60,3,30,NA,0,0
"3211","Male","Asian",60,4,30,NA,0,0
"3212","Male","Asian",60,5,30,NA,0,0
"3213","Male","Asian",60,6,30,NA,0,0
"3214","Male","Asian",60,0,35,NA,0,0
"3215","Male","Asian",60,1,35,NA,0,0
"3216","Male","Asian",60,2,35,NA,0,0
"3217","Male","Asian",60,3,35,NA,0,0
"3218","Male","Asian",60,4,35,NA,0,0
"3219","Male","Asian",60,5,35,NA,0,0
"3220","Male","Asian",60,6,35,NA,0,0
"3221","Male","Asian",60,0,40,NA,0,0
"3222","Male","Asian",60,1,40,NA,0,0
"3223","Male","Asian",60,2,40,NA,0,0
"3224","Male","Asian",60,3,40,NA,0,0
"3225","Male","Asian",60,4,40,NA,0,0
"3226","Male","Asian",60,5,40,NA,0,0
"3227","Male","Asian",60,6,40,NA,0,0
"3228","Male","Asian",60,0,45,NA,0,0
"3229","Male","Asian",60,1,45,NA,0,0
"3230","Male","Asian",60,2,45,NA,0,0
"3231","Male","Asian",60,3,45,NA,0,0
"3232","Male","Asian",60,4,45,NA,0,0
"3233","Male","Asian",60,5,45,NA,0,0
"3234","Male","Asian",60,6,45,NA,0,0
"3235","Male","Asian",65,0,15,NA,0,0
"3236","Male","Asian",65,1,15,NA,0,0
"3237","Male","Asian",65,2,15,NA,0,0
"3238","Male","Asian",65,3,15,NA,0,0
"3239","Male","Asian",65,4,15,NA,0,0
"3240","Male","Asian",65,5,15,NA,0,0
"3241","Male","Asian",65,6,15,NA,0,0
"3242","Male","Asian",65,0,20,NA,0,0
"3243","Male","Asian",65,1,20,NA,0,0
"3244","Male","Asian",65,2,20,NA,0,0
"3245","Male","Asian",65,3,20,NA,0,0
"3246","Male","Asian",65,4,20,NA,0,0
"3247","Male","Asian",65,5,20,NA,0,0
"3248","Male","Asian",65,6,20,NA,0,0
"3249","Male","Asian",65,0,25,NA,0,0
"3250","Male","Asian",65,1,25,NA,0,0
"3251","Male","Asian",65,2,25,NA,0,0
"3252","Male","Asian",65,3,25,NA,0,0
"3253","Male","Asian",65,4,25,NA,0,0
"3254","Male","Asian",65,5,25,NA,0,0
"3255","Male","Asian",65,6,25,NA,0,0
"3256","Male","Asian",65,0,30,NA,0,0
"3257","Male","Asian",65,1,30,NA,0,0
"3258","Male","Asian",65,2,30,NA,0,0
"3259","Male","Asian",65,3,30,NA,0,0
"3260","Male","Asian",65,4,30,NA,0,0
"3261","Male","Asian",65,5,30,NA,0,0
"3262","Male","Asian",65,6,30,NA,0,0
"3263","Male","Asian",65,0,35,NA,0,0
"3264","Male","Asian",65,1,35,NA,0,0
"3265","Male","Asian",65,2,35,NA,0,0
"3266","Male","Asian",65,3,35,NA,0,0
"3267","Male","Asian",65,4,35,NA,0,0
"3268","Male","Asian",65,5,35,NA,0,0
"3269","Male","Asian",65,6,35,NA,0,0
"3270","Male","Asian",65,0,40,NA,0,0
"3271","Male","Asian",65,1,40,NA,0,0
"3272","Male","Asian",65,2,40,NA,0,0
"3273","Male","Asian",65,3,40,NA,0,0
"3274","Male","Asian",65,4,40,NA,0,0
"3275","Male","Asian",65,5,40,NA,0,0
"3276","Male","Asian",65,6,40,NA,0,0
"3277","Male","Asian",65,0,45,NA,0,0
"3278","Male","Asian",65,1,45,NA,0,0
"3279","Male","Asian",65,2,45,NA,0,0
"3280","Male","Asian",65,3,45,NA,0,0
"3281","Male","Asian",65,4,45,NA,0,0
"3282","Male","Asian",65,5,45,NA,0,0
"3283","Male","Asian",65,6,45,NA,0,0
"3284","Male","Asian",70,0,15,NA,0,0
"3285","Male","Asian",70,1,15,NA,0,0
"3286","Male","Asian",70,2,15,NA,0,0
"3287","Male","Asian",70,3,15,NA,0,0
"3288","Male","Asian",70,4,15,NA,0,0
"3289","Male","Asian",70,5,15,NA,0,0
"3290","Male","Asian",70,6,15,NA,0,0
"3291","Male","Asian",70,0,20,NA,0,0
"3292","Male","Asian",70,1,20,NA,0,0
"3293","Male","Asian",70,2,20,NA,0,0
"3294","Male","Asian",70,3,20,NA,0,0
"3295","Male","Asian",70,4,20,NA,0,0
"3296","Male","Asian",70,5,20,NA,0,0
"3297","Male","Asian",70,6,20,NA,0,0
"3298","Male","Asian",70,0,25,NA,0,0
"3299","Male","Asian",70,1,25,NA,0,0
"3300","Male","Asian",70,2,25,NA,0,0
"3301","Male","Asian",70,3,25,NA,0,0
"3302","Male","Asian",70,4,25,NA,0,0
"3303","Male","Asian",70,5,25,NA,0,0
"3304","Male","Asian",70,6,25,NA,0,0
"3305","Male","Asian",70,0,30,NA,0,0
"3306","Male","Asian",70,1,30,NA,0,0
"3307","Male","Asian",70,2,30,NA,0,0
"3308","Male","Asian",70,3,30,NA,0,0
"3309","Male","Asian",70,4,30,NA,0,0
"3310","Male","Asian",70,5,30,NA,0,0
"3311","Male","Asian",70,6,30,NA,0,0
"3312","Male","Asian",70,0,35,NA,0,0
"3313","Male","Asian",70,1,35,NA,0,0
"3314","Male","Asian",70,2,35,NA,0,0
"3315","Male","Asian",70,3,35,NA,0,0
"3316","Male","Asian",70,4,35,NA,0,0
"3317","Male","Asian",70,5,35,NA,0,0
"3318","Male","Asian",70,6,35,NA,0,0
"3319","Male","Asian",70,0,40,NA,0,0
"3320","Male","Asian",70,1,40,NA,0,0
"3321","Male","Asian",70,2,40,NA,0,0
"3322","Male","Asian",70,3,40,NA,0,0
"3323","Male","Asian",70,4,40,NA,0,0
"3324","Male","Asian",70,5,40,NA,0,0
"3325","Male","Asian",70,6,40,NA,0,0
"3326","Male","Asian",70,0,45,NA,0,0
"3327","Male","Asian",70,1,45,NA,0,0
"3328","Male","Asian",70,2,45,NA,0,0
"3329","Male","Asian",70,3,45,NA,0,0
"3330","Male","Asian",70,4,45,NA,0,0
"3331","Male","Asian",70,5,45,NA,0,0
"3332","Male","Asian",70,6,45,NA,0,0
"3333","Male","Asian",75,0,15,NA,0,0
"3334","Male","Asian",75,1,15,NA,0,0
"3335","Male","Asian",75,2,15,NA,0,0
"3336","Male","Asian",75,3,15,NA,0,0
"3337","Male","Asian",75,4,15,NA,0,0
"3338","Male","Asian",75,5,15,NA,0,0
"3339","Male","Asian",75,6,15,NA,0,0
"3340","Male","Asian",75,0,20,NA,0,0
"3341","Male","Asian",75,1,20,NA,0,0
"3342","Male","Asian",75,2,20,NA,0,0
